"id","name","description","price","category","flowers","url"
"xof_authors_077","Bouquet ""A summer moment""","Summer moment arrangement with hydrangea and tanacetum - available in S and M sizes","1150","Author's bouquets","Hydrangea / tanacetum","https://xoflowers.md/bouquet-summer-moment/"
"xof_authors_078","Bouquet ""Summer Fireworks""","Fireworks arrangement with hydrangea, roses and tanacetum","1700","Author's bouquets","Hydrangea / rose / tanacetum","https://xoflowers.md/bouquet-summer-fireworks/"
"xof_authors_079","Bouquet ""Angelica""","Angelic arrangement with hydrangea, roses and peonies","2200","Author's bouquets","Hydrangea / rose / peony","https://xoflowers.md/bouquet-angelica/"
"xof_authors_080","Bouquet ""Warm Moments""","Warm moments arrangement with roses, peonies, delphinium, scabiosa, dahlia, nigella and antirinium","2320","Author's bouquets","Rose / peony / delphinium / scabiosa / dahlia / nigella / antirinium","https://xoflowers.md/bouquet-warm-moments/"
"xof_authors_081","Bouquet ""The Flower Secret""","Secret arrangement with hydrangea, delphinium, roses, gerbera, anthurium and eustoma","1600","Author's bouquets","Hydrangea / delphinium / rose / gerbera / anthurium / eustoma","https://xoflowers.md/bouquet-flower-secret/"
"xof_authors_082","Bouquet ""Fragrant Mission""","Fragrant mission arrangement with roses, anthurium, chrysanthemum, peonies, eucalyptus, panicum and eustoma","2450","Author's bouquets","Rose / anthurium / chrysanthemum / peony / eucalyptus / panicum / eustoma","https://xoflowers.md/bouquet-fragrant-mission/"
"xof_authors_083","Bouquet ""Blooming Worlds""","Blooming worlds arrangement with mixed seasonal flowers","2300","Author's bouquets","Mixed seasonal flowers","https://xoflowers.md/bouquet-blooming-worlds/"
"xof_authors_084","Bouquet ""Dolve Vita""","Sweet life arrangement with peonies, spray roses and tanacetum","2900","Author's bouquets","Peonies / roses spray / tanacetum","https://xoflowers.md/bouquet-dolce-vita/"
"xof_authors_085","Bouquet ""Serenade""","Romantic serenade with hydrangea, peonies, viburnum and eucalyptus","2000","Author's bouquets","Hydrangea / peony / viburnum / eucalyptus","https://xoflowers.md/bouquet-serenade/"
"xof_authors_086","Bouquet ""The Mediterranean""","Mediterranean arrangement with hydrangea, viburnum and roses","1900","Author's bouquets","Hydrangea / viburnum / rose","https://xoflowers.md/bouquet-mediterranean/"
"xof_authors_087","Bouquet ""Warm Moments""","Warm moments arrangement with tanacetum, craspedia, hydrangea, eucalyptus and eustoma","990","Author's bouquets","Tanacetum / Craspedia / Hydrangea / Eucalyptus / Eustoma","https://xoflowers.md/bouquet-warm-moments-variant/"
"xof_authors_088","Bouquet ""Temptation""","Tempting arrangement with hydrangea, anthurium, freesia, eucalyptus and chrysanthemum","1400","Author's bouquets","Hydrangea / anthurium / freesia / eucalyptus / chrysanthemum","https://xoflowers.md/bouquet-temptation/"
"xof_authors_089","Bouquet ""White flowers""","Pure white arrangement with hydrangea, chrysanthemum and tanacetum","950","Author's bouquets","Hydrangea / chrysanthemum / tanacetum","https://xoflowers.md/bouquet-white-flowers/"
"xof_authors_090","Bouquet ""Gardens of Semiramis""","Ancient garden arrangement with roses, peonies, chrysanthemum, anthurium and matthiola","1800","Author's bouquets","Rose / peony / chrysanthemum / anthurium / matthiola","https://xoflowers.md/bouquet-gardens-semiramis/"
"xof_authors_091","Bouquet ""Summer Sigh""","Summer sigh arrangement with anthurium, chrysanthemum, eustoma and hydrangea","1200","Author's bouquets","Anthurium / chrysanthemum / eustoma / hydrangea","https://xoflowers.md/bouquet-summer-sigh/"
"xof_authors_092","Bouquet ""Juli""","July arrangement with roses, dianthus, tulips, asparagus and antirinium","1900","Author's bouquets","Rose / dianthus / tulip / asparagus / antirinium","https://xoflowers.md/bouquet-juli/"
"xof_authors_093","Bouquet ""Instyle""","Stylish arrangement with roses, matthiola and dianthus","850","Author's bouquets","Rose / matthiola / dianthus","https://xoflowers.md/bouquet-instyle/"
"xof_authors_094","Field bouquet","Natural field arrangement with panicum, chrysanthemum daisy and freesia","790","Author's bouquets","Panicum / chrysanthemum daisy / freesia","https://xoflowers.md/field-bouquet/"
"xof_authors_095","Bouquet ""Spring Dreams""","Spring dreams arrangement with hydrangea, viburnum, roses, tulips and Prunus branches","2050","Author's bouquets","Hydrangea / viburnum / rose / tulip / branches Prunus / tulip","https://xoflowers.md/bouquet-spring-dreams/"
"xof_authors_096","Bouquet ""Summer art""","Artistic summer arrangement with freesia, tulips, green bell, statice, oxypetalum, narcissus, hydrangea, iris and tanacetum","2500","Author's bouquets","Freesia / tulip / green bell/ statice / oxypetalum / narcissus / hydrangea / iris / tanacetum","https://xoflowers.md/bouquet-summer-art/"
"xof_authors_097","Bouquet ""Love Rising""","Rising love arrangement with Roses Nina and Roses Pink Mondial - available in 11, 21, 51 roses","830","Author's bouquets","Roses Nina/ Roses Pink Mondial","https://xoflowers.md/bouquet-love-rising/"
"xof_authors_098","Bouquet ""Tender Message""","Tender message arrangement with hydrangea, chrysanthemum and statice","1200","Author's bouquets","Hydrangea / chrysanthemum / statice","https://xoflowers.md/bouquet-tender-message/"
"xof_authors_099","Bouquet ""Kylie""","Magnificent bouquet created from luxury roses of famous varieties Pink Expression, Pink Floyd, Julliet and Silva Pink - a color palette that pleases the eye with delicate freshness of shades","4000","Author's bouquets","Roses: Expression, Pink Floyd, Julliet, Silva Pink","https://xoflowers.md/bouquet-kylie/"
"xof_authors_100","Bouquet ""Bright memory""","Large luxurious bouquet that reminds of yourself. Beautiful arrangement with hydrangea, peonies, spray roses, viburnum and tanacetum that will decorate any interior for a long time","3500","Author's bouquets","Hydrangea / peony / rose spray / viburnum / tanacetum","https://xoflowers.md/bouquet-bright-memory/"
"xof_authors_101","Bright flower bouquet ""Coral Charm""","Bright, life-affirming flower trio Coral Charm. Perfect for making surprises with Coral Charm peonies, viburnum and eucalyptus that will keep fresh and fragrant for a long time","1700","Author's bouquets","Peonies / viburnum / eucalyptus","https://xoflowers.md/bouquet-coral-charm/"
"xof_brides_001","Bride's bouquet","Elegant bridal bouquet with calla, scabiosa, delphinium, peony, and freesia.","1900","Bride's bouquet","Calla / scabiosa / delphinium / peon / fresia","https://xoflowers.md/brides-bouquet-calla-scabiosa-delphinium/"
"xof_brides_002","Bride's bouquet","Beautiful bridal bouquet featuring gerbera, anthurium, antirinium, peony, and panicum.","2000","Bride's bouquet","Gerbera / athurium / anthirinium / peon /panicum","https://xoflowers.md/brides-bouquet-gerbera-athurium/"
"xof_brides_003","Bride's bouquet","Chic bridal bouquet composed of matiola, eustoma, and dianthus.","2100","Bride's bouquet","Matiola / eustoma / dianthus","https://xoflowers.md/brides-bouquet-matiola-eustoma/"
"xof_brides_004","Bouquet ""LOVE""","Romantic 'LOVE' bouquet with peony, freesia, and anthurium.","1900","Bride's bouquet","Peon / fresia / anthurium","https://xoflowers.md/bouquet-love/"
"xof_brides_005","Bouquet ""Stylish Bride""","Sophisticated 'Stylish Bride' bouquet with calla lily, ornithogalum, and dianthus.","1400","Bride's bouquet","Calla lily / ornithogalum / dianthus","https://xoflowers.md/bouquet-stylish-bride/"
"xof_brides_006","Bouquet ""Tender Love""","Delicate 'Tender Love' bouquet featuring scabiosa and stifa.","1600","Bride's bouquet","Scabioza / stifa","https://xoflowers.md/bouquet-tender-love/"
"xof_brides_007","Wheat bride's bouquet","Unique bridal bouquet made entirely of wheat.","3000","Bride's bouquet","Wheat","https://xoflowers.md/wheat-brides-bouquet/"
"xof_brides_008","Bride's Bouquet of dried flowers","Bohemian bridal bouquet crafted from dried flowers and peony.","3200","Bride's bouquet","dried flowers / peony","https://xoflowers.md/brides-bouquet-dried-flowers/"
"xof_brides_009","XL peony bride bouquet","Extravagant XL bridal bouquet composed solely of peonies.","5500","Bride's bouquet","Peony","https://xoflowers.md/xl-peony-bride-bouquet/"
"xof_brides_010","Hydrangea bridal bouquet","Classic bridal bouquet featuring lush hydrangea.","2800","Bride's bouquet","Hydrangea","https://xoflowers.md/hydrangea-bridal-bouquet/"
"xof_brides_011","A bride's bouquet of snow-white peonies","Pristine bridal bouquet made of snow-white peonies.","3500","Bride's bouquet","Peony","https://xoflowers.md/brides-bouquet-snow-white-peonies/"
"xof_brides_012","Bride's bouquet","Exquisite bridal bouquet with oxypetalum and lily of the valley.","4600","Bride's bouquet","Oxypetalum / lily of the valley","https://xoflowers.md/brides-bouquet-oxypetalum-lily-of-the-valley/"
"xof_brides_013","Bride's bouquet ""O atingere blГўndДѓ""","Soft touch bridal bouquet with roses, calla, and hydrangea.","2900","Bride's bouquet","Roses / cala / hydrangea","https://xoflowers.md/brides-bouquet-o-atingere-blinda/"
"xof_brides_014","Bride's bouquet ""Lady Fresia""","Elegant 'Lady Fresia' bridal bouquet featuring freesia.","3800","Bride's bouquet","Fresia","https://xoflowers.md/brides-bouquet-lady-fresia/"
"xof_brides_015","Bride's bouquet ""Gatsby""","Vintage-inspired 'Gatsby' bridal bouquet with stifa, peony, eustoma, ruskus, eucalyptus, and rose.","2800","Bride's bouquet","Stifa / peony / eustoma / ruskus / eucalyptus / rose","https://xoflowers.md/brides-bouquet-gatsby/"
"xof_brides_016","Bride's bouquet ""Blue Lagoon""","Serene 'Blue Lagoon' bridal bouquet with rose, delphinium, ozotamnus, eustoma, and germini.","3700","Bride's bouquet","rose / delphinium / ozotamnus / eustoma / germini","https://xoflowers.md/brides-bouquet-blue-lagoon/"
"xof_brides_017","Bride's bouquet ""Summer wind""","Light and airy 'Summer wind' bridal bouquet with rose, delphinium, eucalyptus, eustoma, and waxflower.","2600","Bride's bouquet","rose / delphinium / eucalyptus / eustoma /waxflower","https://xoflowers.md/brides-bouquet-summer-wind/"
"xof_brides_018","Bride's bouquet ""Northern Lights""","Striking 'Northern Lights' bridal bouquet with peony, delphinium, scabiosa, mattiola, eucalyptus, and rose.","3600","Bride's bouquet","Peony / delphinium / scabiosa / mattiola / eucalyptus / rose","https://xoflowers.md/brides-bouquet-northern-lights/"
"xof_brides_019","Bouquet ""Summer Garden""","Vibrant 'Summer Garden' bouquet with scabiosa, peony, eustoma, tanacetum, eucalyptus, antirinium, chrysanthemum, and trachelium.","3500","Bride's bouquet","Scabiosa / peony / eustoma / tanacetum / eucalyptus / antirinium / chrysanthemum / trachelium","https://xoflowers.md/bouquet-summer-garden/"
"xof_brides_020","Gentle bridal bouquet","Soft bridal bouquet with spray roses, gypsophila, and chrysanthemum.","2400","Bride's bouquet","Roses spray / Gypsophila / Chrysanthemum","https://xoflowers.md/gentle-bridal-bouquet/"
"xof_premium_001","Basket with roses ""Poma Rosa""","Luxurious basket filled with beautiful roses.","8700","Premium","rose","https://xoflowers.md/basket-with-roses-poma-rosa/"
"xof_premium_002","Bouquet ""Luxurious""","An opulent bouquet featuring hydrangea, rose, and tanacetum.","8800","Premium","hydrangea / rose / tanacetum","https://xoflowers.md/bouquet-luxurious/"
"xof_premium_003","Box with flowers ""Pearl Love""","A charming box arrangement with anthurium, mattiola, peony, spray rose, hydrangea, and lily.","3500","Premium","anthurium / mattiola / peony / rose spray / hydrangea / lilia","https://xoflowers.md/box-with-flowers-pearl-love/"
"xof_premium_004","Bouquet ""51 peonies""","A grand bouquet composed of 51 exquisite peonies.","5600","Premium","peony","https://xoflowers.md/bouquet-51-peonies/"
"xof_premium_005","Bouquet made of hydrangea Verena Pink","A stunning bouquet exclusively made of Verena Pink hydrangeas.","4000","Premium","hydrangea","https://xoflowers.md/bouquet-made-of-hydrangea-verena-pink/"
"xof_premium_006","Bouquet ""Luxurious Love""","A luxurious and loving bouquet with hydrangea, peony, spray rose, and gerbera.","2800","Premium","hydrangea / peony / rose spray / gerbera","https://xoflowers.md/bouquet-luxurious-love/"
"xof_premium_007","Bouquet ""Sweetness of Feeling""","A sweet and heartfelt bouquet featuring hydrangea and peony.","4400","Premium","hydrangea / peony","https://xoflowers.md/bouquet-sweetness-of-feeling/"
"xof_premium_008","Bouquet ""Blue sky""","A serene 'Blue Sky' bouquet with hydrangea and peony.","4600","Premium","Hydrangea / peony","https://xoflowers.md/bouquet-blue-sky/"
"xof_premium_009","Basket with flowers ""Antoanetta""","An elegant basket arrangement with hydrangea, gerbera, rose, bush rose, and allium floccon.","4900","Premium","hydrangea / gerbera / rose / rose bush rose / allium floccon","https://xoflowers.md/basket-with-flowers-antoanetta/"
"xof_premium_010","Bouquet ""Perfect style""","A bouquet designed for perfect style, featuring hydrangea, rose, spray rose, gerbera, and dianthus.","6200","Premium","hydrangea / rose / rose spray / gerbera / dianthus","https://xoflowers.md/bouquet-perfect-style/"
"xof_premium_011","Bouquet ""Blazing Tenderness""","A bouquet that combines blazing color with tenderness, including gerbera, rose, viburnum, daffodil, hydrangea, and amaranth.","3200","Premium","gerbera / rose / viburnum / daffodil / hydrangea / amaranth","https://xoflowers.md/bouquet-blazing-tenderness/"
"xof_premium_012","Buchet ""Scarlet Inspiration""","A vibrant 'Scarlet Inspiration' bouquet with long-stemmed roses (70cm), available in various quantities.","2100","Premium","rose 70cm","https://xoflowers.md/buchet-scarlet-inspiration/"
"xof_premium_013","Bouquet ""Royal Symphony""","A regal 'Royal Symphony' bouquet with spray rose, hydrangea, dianthus, and tulip.","4800","Premium","rose spray / hydrangea / dianthus / tulip","https://xoflowers.md/bouquet-royal-symphony/"
"xof_premium_014","Basket with flowers ""The magnificence of roses""","A magnificent basket arrangement showcasing roses and eucalyptus.","4600","Premium","rose / eucalyptus","https://xoflowers.md/basket-with-flowers-the-magnificence-of-roses/"
"xof_premium_015","Basket with flowers ""Soft shades of love""","A romantic basket with soft shades of love, including roses, dianthus, wax flower, delphinium, and chrysanthemum.","3950","Premium","Roses / dianthus / wax flower / delphinium / chrizantema","https://xoflowers.md/basket-with-flowers-soft-shades-of-love/"
"xof_premium_016","Box with flowers ""Warmth and tenderness""","A charming box arrangement conveying warmth and tenderness, with rose, wax flower, lisianthus, chrysanthemum, and dianthus, available in multiple sizes.","1800","Premium","Rose / wax / lisianthus / chrizantema / dianthus","https://xoflowers.md/box-with-flowers-warmth-and-tenderness/"
"xof_premium_017","Box with flowers ""Queen""","A regal box arrangement fit for a queen, featuring hydrangea and spray roses.","11500","Premium","Hydrangea / roses spray","https://xoflowers.md/box-with-flowers-queen/"
"xof_premium_018","Box with hydrangea","A simple yet elegant box filled with hydrangeas.","6900","Premium","Hydrangea","https://xoflowers.md/box-with-hydrangea/"
"xof_premium_019","Bouquet ""Summer cloud""","A light and ethereal 'Summer Cloud' bouquet with hydrangea, lisianthus, spray rose, and rose.","3500","Premium","Hydrangea / lisianthus / rose spray / rose","https://xoflowers.md/bouquet-summer-cloud/"
"xof_premium_020","Basket with flowers ""Her kiss""","A sweet 'Her Kiss' basket arrangement with rose and eucalyptus.","2400","Premium","Rose / eucalypt","https://xoflowers.md/basket-with-flowers-her-kiss/"
"xof_premium_021","Bouquet ""Valencia""","A vibrant 'Valencia' bouquet with gerbera, rose, spray rose, lisianthus, and hydrangea.","3300","Premium","Gerbera / rose / rose spray / lisianthus / hydrangea","https://xoflowers.md/bouquet-valencia/"
"xof_premium_022","Box with flowers ""For love""","A loving box arrangement with hydrangea, rose, eustoma, and gerbera.","3800","Premium","Hydrangea / rose / eustoma / gerbera","https://xoflowers.md/box-with-flowers-for-love/"
"xof_premium_023","Bouquet ""Waltz""","A graceful 'Waltz' bouquet with rose, lisianthus, lunaria, and dahlia.","2300","Premium","Rose / lisianthus / lunaria / dahlia","https://xoflowers.md/bouquet-waltz/"
"xof_premium_024","Flower box ""Miracles""","A miraculous flower box with hydrangea, eustoma, mint, and chrysanthemum.","3300","Premium","Hydrangea / eustoma / mint / chryzantema","https://xoflowers.md/flower-box-miracles/"
"xof_premium_025","Bouquet ""Love language""","A bouquet that speaks the language of love, featuring hydrangea and lisianthus.","3200","Premium","Hydrangea / lisianthus","https://xoflowers.md/bouquet-love-language/"
"xof_premium_026","Bouquet ""Mojito""","A refreshing 'Mojito' bouquet with hydrangea and carnation.","4250","Premium","Hydrangea / carnation","https://xoflowers.md/bouquet-mojito/"
"xof_premium_027","Bouquet ""Cosmopolitan""","A sophisticated 'Cosmopolitan' bouquet with hydrangea and rose.","3750","Premium","Hydrangea / rose","https://xoflowers.md/bouquet-cosmopolitan/"
"xof_premium_028","Basket with flowers ""Loving heart""","A heartfelt basket arrangement with peony and hydrangea.","5100","Premium","Peony / hydrangea","https://xoflowers.md/basket-with-flowers-loving-heart/"
"xof_premium_029","Bouquet of peonies","A stunning bouquet composed solely of peonies.","6200","Premium","Peon","https://xoflowers.md/bouquet-of-peonies/"
"xof_premium_030","Basket with peonies","A beautiful basket filled with peonies.","6100","Premium","Peony","https://xoflowers.md/basket-with-peonies/"
"xof_premium_031","Flower Basket ""Time to Dream""","A dream-like flower basket with hydrangea, peony, and spray rose, available in various sizes.","1800","Premium","Hydrangea / peon / rose spray","https://xoflowers.md/flower-basket-time-to-dream/"
"xof_premium_032","Bouquet ""Caprice""","A capricious bouquet with delphinium, peony, hydrangea, scabiosa, and mattiola.","3200","Premium","Delphinium / peony / hydrangea / scabiosa / mattiola","https://xoflowers.md/bouquet-caprice/"
"xof_premium_033","Box with hydrangea ""She's the only one!""","A special box dedicated to 'the only one', filled with hydrangea.","8300","Premium","Hydrangea","https://xoflowers.md/box-with-hydrangea-shes-the-only-one/"
"xof_premium_034","Bouquet made of white roses","A classic bouquet composed entirely of white roses.","4400","Premium","Rose","https://xoflowers.md/bouquet-made-of-white-roses/"
"xof_premium_035","Bouquet ""La Fleur""","A beautiful 'La Fleur' bouquet with chrysanthemum, rose, and hydrangea.","2700","Premium","Chyzantema / rose / hydrangea","https://xoflowers.md/bouquet-la-fleur/"
"xof_premium_036","Bouquet XL","An extra-large bouquet featuring hydrangea and spray roses.","4600","Premium","Hydrangea / roses spray","https://xoflowers.md/bouquet-xl/"
"xof_premium_037","Bouquet ""Mandarinos""","A vibrant 'Mandarinos' bouquet filled with roses.","2800","Premium","Roses","https://xoflowers.md/bouquet-mandarinos/"
"xof_premium_038","Bouquet ""Roses spray""","A charming bouquet composed of spray roses, available in various quantities.","1095","Premium","Roses spray","https://xoflowers.md/bouquet-roses-spray/"
"xof_premium_039","Bouquet ""Sofia's kiss""","A romantic 'Sofia's Kiss' bouquet with hydrangea, rose, gerbera, matiola, eucalyptus, and ranunculus, available in multiple sizes.","1800","Premium","Hydrangea / rose / gerbera / matiola / eucalyptus / ranunculus","https://xoflowers.md/bouquet-sofias-kiss/"
"xof_premium_040","Basket with flowers ""Sun kiss""","A sun-kissed basket arrangement with viburnum, rose, gerbera, eustoma, and matiola.","2700","Premium","Viburnum / rose / gerbera / eustoma / matiola","https://xoflowers.md/basket-with-flowers-sun-kiss/"
"xof_premium_041","Basket with roses ""Love Valley""","A romantic 'Love Valley' basket filled with roses, available in various quantities.","2650","Premium","Roses","https://xoflowers.md/basket-with-roses-love-valley/"
"xof_premium_042","A basket of roses ""Scarlet Sunset""","A vibrant 'Scarlet Sunset' basket filled with roses, available in various quantities.","2400","Premium","Roses","https://xoflowers.md/a-basket-of-roses-scarlet-sunset/"
"xof_premium_043","Basket with roses","A classic basket of roses, available in different sizes.","1900","Premium","Rose","https://xoflowers.md/basket-with-roses/"
"xof_premium_044","Bouquet ""Sweet Autumn""","A sweet autumn-inspired bouquet with hydrangea and chrysanthemum, available in different quantities.","1300","Premium","Hydrangea / chryzantema","https://xoflowers.md/bouquet-sweet-autumn/"
"xof_premium_045","Box with flowers ""White Love""","A pristine 'White Love' box arrangement with hydrangea, rose, eustoma, and orchid, available in two sizes.","1500","Premium","Hydrangea / rose / eustoma / orchid","https://xoflowers.md/box-with-flowers-white-love/"
"xof_premium_046","Eustoma bouquet","A delicate bouquet composed entirely of eustoma, available in various quantities.","1050","Premium","Eustoma","https://xoflowers.md/eustoma-bouquet/"
"xof_premium_047","Box with flowers ""A pearl of the soul""","A precious 'Pearl of the Soul' box arrangement with hydrangea, rose, tanacetum, eustoma, and peonies.","5500","Premium","Hydrangea / rose / tanacetum / eustoma / peonies","https://xoflowers.md/box-with-flowers-a-pearl-of-the-soul/"
"xof_premium_048","Bouquet ""The lilac moon""","A dreamy 'Lilac Moon' bouquet with hydrangea and rose.","2900","Premium","Hydrangea / rose","https://xoflowers.md/bouquet-the-lilac-moon/"
"xof_premium_049","Bouquet ""Blooming Worlds""","A beautiful bouquet representing blooming worlds.","2300","Premium","Mixed seasonal flowers","https://xoflowers.md/bouquet-blooming-worlds/"
"xof_premium_050","Bouquet ""Dolve Vita""","A sweet life bouquet with peonies, spray roses, and tanacetum.","2900","Premium","Peonies / roses spray / tanacetum","https://xoflowers.md/bouquet-dolce-vita/"
"xof_premium_051","Bouquet ""The beautiful garden""","A magnificent garden-inspired bouquet with hydrangea, rose, freesia, viburnum, and eucalyptus.","3000","Premium","Hydrangea / rose / freesia / viburnum / eucalyptus","https://xoflowers.md/bouquet-the-beautiful-garden/"
"xof_premium_052","Bouquet ""Pink Dreams""","A dreamy pink bouquet with peony, rose, and tanacetum.","3500","Premium","Peony / rose / tanacetum","https://xoflowers.md/bouquet-pink-dreams/"
"xof_premium_053","Bouquet ""The promise of love""","A romantic bouquet symbolizing the promise of love, with hydrangea and rose.","3150","Premium","Hydrangea / rose","https://xoflowers.md/bouquet-the-promise-of-love/"
"xof_premium_054","Composition in a basket ""Princess of Heart""","A charming basket composition for the 'Princess of Heart' with Roses Mondial and eucalyptus, available in various sizes.","2200","Premium","Roses Mondial / eucalyptus","https://xoflowers.md/composition-in-a-basket-princess-of-heart/"
"xof_premium_055","Bouquet ""Alpine lights""","A radiant 'Alpine Lights' bouquet with hydrangea, eustoma, and rose.","4000","Premium","Hydrangea / eustoma / rose","https://xoflowers.md/bouquet-alpine-lights/"
"xof_premium_056","Roses ""Pink Mondial""","A beautiful bouquet of 'Pink Mondial' roses, available in various quantities.","1600","Premium","Roses Pink Mondial","https://xoflowers.md/roses-pink-mondial/"
"xof_premium_057","Bouquet ""Sea of feelings""","A vast 'Sea of Feelings' bouquet with hydrangea, orchid, eustoma, and eucalyptus.","5500","Premium","Hydrangea / orchid / eustoma / eucalyptus","https://xoflowers.md/bouquet-sea-of-feelings/"
"xof_premium_058","Bouquet ""A Swallow""","A graceful 'Swallow' bouquet with hydrangea, chrysanthemum, and rose.","2500","Premium","Hydrangea / chrysanthemum / rose","https://xoflowers.md/bouquet-a-swallow/"
"xof_premium_059","Bouquet ""Sounds of Symphony""","A harmonious 'Sounds of Symphony' bouquet with hydrangea and rose.","5500","Premium","Hydrangea / rose","https://xoflowers.md/bouquet-sounds-of-symphony/"
"xof_premium_060","Hydrangea bouquet","A lovely bouquet composed entirely of hydrangea, available in various quantities.","3700","Premium","Hydrangea","https://xoflowers.md/hydrangea-bouquet/"
"xof_premium_061","Basket ""Garden of Eden""","A lush 'Garden of Eden' basket with Roses Ocean Song, Roses Pink Mondial, Ranunculus, and Clooney Hanoi.","4750","Premium","Roses Ocean Song/Roses Pink Mondial/Ranunculus/Clooney Hanoi","https://xoflowers.md/basket-garden-of-eden/"
"xof_premium_062","Basket with roses Hermosa","A beautiful basket filled with Hermosa roses.","3200","Premium","Roses Hermosa","https://xoflowers.md/basket-with-roses-hermosa/"
"xof_premium_063","Flower basket","A delightful flower basket with rose, chrysanthemum, hydrangea, viburnum, and salal.","5000","Premium","Rose / chrysanthemum / hydrangea / viburnum / salal","https://xoflowers.md/flower-basket/"
"xof_premium_064","101 roses in a basket","A grand basket containing 101 red roses, available in various sizes.","2050","Premium","Red roses","https://xoflowers.md/101-roses-in-a-basket/"
"xof_premium_065","Monobouquet of colored gypsophila","A vibrant monobouquet made of colored gypsophila, available in various quantities.","900","Premium","Colored gypsophila","https://xoflowers.md/monobouquet-of-colored-gypsophila/"
"xof_premium_066","Monobouquet of Ecuadorian roses","A stunning monobouquet of Ecuadorian roses and eucalyptus, available in various quantities.","1000","Premium","Ecuadorian roses / Eucalypt","https://xoflowers.md/monobouquet-of-ecuadorian-roses/"
"xof_premium_067","Bouquet ""Garden""","A large bouquet of various flowers wrapped in branded paper combines extraordinary hydrangea, strong peony buds, airy 'rolls' of spray roses, and stylish chrysanthemum inflorescences. This bouquet amazes everyone with its absolute harmony and is suitable for any special event.","3200","Premium","Hydrangea / rose spray / peony / chrysanthemum","https://xoflowers.md/bouquet-garden/"
"xof_premium_068","Bouquet ""I love you""","'I love you' вЂ“ this is what florists from XРћstudio FLOWERS called a composition made from one variety of peonies. Peonies symbolize wealth, honor, and love in the language of flowers. Lush, delicate, fragrant bouquets of peonies are rightfully considered one of the best gifts for girls and women.","6200","Premium","Peony","https://xoflowers.md/bouquet-i-love-you/"
"xof_premium_069","Bouquet ""Kylie""","To create this magnificent bouquet, florists collected luxurious roses of the famous varieties Pink Expression, Pink Floyd, Julliet, and Silva PinkвЂ”a color palette that pleases the eye with its delicate freshness of shades.","4000","Premium","Roses: Expression, Pink Floyd, Julliet, Silva Pink","https://xoflowers.md/bouquet-kylie/"
"xof_premium_070","A box of seasonal peonies","Amazing peonies are favorites of the summer season and favorites of the floristry studio XOstudio FLOWERS. Their charm is enough to brighten up any occasion and delight the recipient. In our signature box, seasonal peonies sparkle and radiate morning freshness.","1500","Premium","Seasonal peonies","https://xoflowers.md/a-box-of-seasonal-peonies/"
"xof_premium_071","Bouquet ""Sweet Love""","Florists collected Pink Floyd and Mandala roses in shades of chic pink into a delightful 'Sweet Love' bouquet. With long stems and a delicate aroma, roses are suitable as a gift to a loved one.","830","Premium","Rose sort Pink Floyd / Rose sort Mandala","https://xoflowers.md/bouquet-sweet-love/"
"xof_mono_duo_001","Bouquet ""Marshmallow""","Luxurious monobouquet featuring peonies.","1200","MONO/DUO bouquets","Peonies","https://xoflowers.md/bouquet-marshmallow/"
"xof_mono_duo_002","Bouquet ""White hydrangea""","Elegant bouquet with white hydrangea and eucalyptus.","550","MONO/DUO bouquets","hydrangea / eucalyptus","https://xoflowers.md/bouquet-white-hydrangea/"
"xof_mono_duo_003","Bouquet ""51 peonies""","A grand bouquet composed of 51 exquisite peonies.","5600","MONO/DUO bouquets","peony","https://xoflowers.md/bouquet-51-peonies-mono-duo/"
"xof_mono_duo_004","Bouquet made of hydrangea and tanaceum","Beautiful bouquet featuring hydrangea and tanacetum.","2550","MONO/DUO bouquets","hydrangea / tanacetum","https://xoflowers.md/bouquet-made-of-hydrangea-and-tanaceum/"
"xof_mono_duo_005","Bouquet made of hydrangea Verena Pink","A stunning bouquet exclusively made of Verena Pink hydrangeas.","4000","MONO/DUO bouquets","hydrangea","https://xoflowers.md/bouquet-made-of-hydrangea-verena-pink/"
"xof_mono_duo_006","Bouquet made of light pink hydrangea","Charming bouquet composed solely of light pink hydrangeas.","3900","MONO/DUO bouquets","hydrangea","https://xoflowers.md/bouquet-made-of-light-pink-hydrangea/"
"xof_mono_duo_007","Bouquet ""Coral""","Vibrant coral-colored bouquet with peony and viburnum.","650","MONO/DUO bouquets","peony / viburnum","https://xoflowers.md/bouquet-coral/"
"xof_mono_duo_008","Bouquet ""Coral Blossom""","Exquisite coral blossom bouquet with peony and viburnum.","1550","MONO/DUO bouquets","peony / viburnum","https://xoflowers.md/bouquet-coral-blossom/"
"xof_mono_duo_009","Bouquet ""Sweetness of Feeling""","A sweet and heartfelt bouquet featuring hydrangea and peony.","4400","MONO/DUO bouquets","hydrangea / peony","https://xoflowers.md/bouquet-sweetness-of-feeling-mono-duo/"
"xof_mono_duo_010","Bouquet ""Blue sky""","A serene 'Blue Sky' bouquet with hydrangea and peony.","4600","MONO/DUO bouquets","Hydrangea / peony","https://xoflowers.md/bouquet-blue-sky-mono-duo/"
"xof_mono_duo_011","Bouquet ""Fragile Miracle""","A delicate and fragile miracle bouquet with hydrangea, peony, rose, and spray rose.","1800","MONO/DUO bouquets","hydrangea / peony / rose / rose spray","https://xoflowers.md/bouquet-fragile-miracle/"
